"1039027751_0_default"	"x-coordinates"	971	933.1	902.8	867.3	827.9	787	741	695.8	645.9	593.9	538.3	479.3	416.7	381.5	387.1	410	443.8	462.7	467	467.7	489	531.8	593.1	658.1	720	720	672.6	628	595	565.1	538.8	538	523.5	554.1	552	601.4	598.8	631.7	673	713.7	754.8	794.9	818.9	868.9	890.7	904.5	919	934.1	948.2	961	1270	1335.1	1401.8	1468.1	1529.6	1558.9	1569.6	1574.1	1580.8	1610.3	1647	1664.3	1654.5	1593	1528	1467.6	1411.5	1358.3	1306.7	1258.9	1213.8	1170.4	1133.4	1096.5	1056	1045	1062.3	1070.1	1080.2	1089.8	1099.6	1120.3	1174.7	1194	1235	1279.8	1321.1	1363	1388.3	1416.1	1441.1	1455.8	1470.9	1464.5	1458.1	1435	1406	1365.1	1318.4	1271
"1039027751_0_default"	"y-coordinates"	-531	-483.5	-430.6	-379.8	-330.6	-282	-237.9	-193.4	-155.5	-123	-99.3	-83.5	-87.3	-131.3	-193.2	-249.2	-300.6	-358.3	-421	-481.4	-538.1	-575.9	-586.2	-587.3	-594	-595	-614.5	-641.3	-683.3	-725.8	-770.4	-823.1	-873.6	-913.1	-965.3	-980.2	-1030.8	-1039.5	-1052.1	-1060	-1085.8	-1064.5	-1023	-1016.9	-970.3	-920.5	-871.1	-821.8	-772.2	-722	-604	-605.6	-609.5	-608	-591.6	-538.3	-476.4	-412.1	-348.3	-292	-239.8	-178.7	-115.8	-94.9	-109	-127.9	-157.3	-193.8	-234	-280.3	-327.6	-374.1	-426.7	-477.9	-525	-736	-783.5	-836.9	-889.3	-942	-994.6	-1043	-1045.1	-1092.9	-1114	-1092	-1084.3	-1074	-1041.7	-1005	-973.9	-925	-882.4	-830.5	-780.2	-733.2	-688.2	-651.4	-627.3	-605
"1039028343_0_default"	"x-coordinates"	949	919	899	875.9	850	823.2	792.3	757.2	718.3	677.7	635.3	588.2	539.4	505.9	506.9	527.6	544.1	556.3	556.3	558.8	576.1	601.3	638.3	684.8	732	732	679.8	629.9	594.2	597.7	604.9	605.1	604.4	624.5	585.5	539.8	524.3	574.5	620.6	660.6	686	734.9	778	799.2	844.6	861.1	872.9	894.7	921.7	962	1251	1298.5	1341.8	1376.3	1397.3	1414.6	1423.1	1427	1436.6	1456.8	1473.9	1467.9	1425.1	1374.6	1328.8	1286.7	1246.4	1208.2	1171.5	1140.3	1113.1	1088	1064	1039	1016	1012	1050.5	1078.9	1101.1	1117.2	1138	1177.3	1197.6	1245.6	1287.9	1308.3	1355.8	1399.3	1447.3	1426.3	1382.3	1342.5	1357.2	1362.3	1360.2	1371.9	1380.1	1347.5	1300.8	1252
"1039028343_0_default"	"y-coordinates"	-545	-508.5	-466	-424.9	-384.9	-345.4	-307.4	-269.9	-241.5	-217	-197.1	-188.3	-188.3	-214.8	-261.9	-304	-348.5	-392.2	-438.4	-485.6	-529.1	-569.2	-598.3	-608.5	-617	-618	-638.2	-664	-707.4	-760.8	-809	-860.6	-902.2	-947.5	-988.6	-1024	-1059.9	-1034.8	-999.8	-1014.1	-1018	-1004	-1001	-949.9	-924.5	-870.8	-815.1	-763.5	-714.2	-675	-620	-613.4	-595.4	-561.7	-520.2	-475.7	-430.9	-384.2	-338.3	-295.8	-252.1	-204.8	-185.7	-192.2	-204.2	-225.2	-250.4	-280.9	-315.2	-353.1	-392.7	-433	-473.9	-514.3	-555	-688	-724.5	-771.6	-821.2	-873.3	-923.5	-961.3	-1011.8	-1003.9	-1028.8	-1003.8	-1004	-1039.5	-1067	-1025.6	-989.8	-949.5	-900.9	-863.2	-813.7	-770.2	-716.2	-671.5	-643.9	-621
"1039033323_0_default"	"x-coordinates"	944	915	886.2	857.1	824.8	792.1	756.2	719.6	681.8	643	602.7	560.6	517	469.1	439.6	451.2	469	499.8	523.9	534.9	537.9	548	565	597.7	643	644	630	604.3	590.3	586	574.3	588.2	593.4	599.8	622	631.7	664	686.6	720.2	750.8	772	801.6	830.2	857.2	879.7	895.8	908.9	919.9	932	947	1307	1351.1	1388.2	1407	1416.2	1420.7	1431	1454	1481.6	1502.2	1509.4	1487.7	1442.9	1397.7	1356.1	1316.1	1278.5	1241	1204.9	1168.3	1135.9	1103	1074	1045.9	1017	1009	1028	1039.9	1052.4	1063.8	1085.7	1103.4	1127	1155.3	1188.4	1202.5	1234.5	1263.8	1288.8	1319.9	1340.1	1352.8	1379.4	1376.4	1388.2	1376.7	1373	1356.6	1333	1310
"1039033323_0_default"	"y-coordinates"	-544	-513	-476.7	-440.6	-405.7	-371	-341	-313	-287.9	-265	-245.8	-231.1	-219.2	-224.9	-256.4	-300.3	-341.1	-376.6	-414.8	-458.6	-503.9	-547.9	-589.1	-616.9	-624	-624	-651	-674	-705	-738.4	-770	-799.6	-833.3	-865	-888	-916.7	-926.7	-950.2	-955.2	-953.3	-939.7	-925.4	-906.5	-883.7	-857.2	-827.4	-796.4	-764.5	-733.1	-704	-625	-614.9	-593.7	-553.1	-508.7	-463.9	-419.9	-381.1	-345.4	-305.6	-260.3	-226	-220.4	-227.9	-244	-264	-290	-316	-345.4	-373.7	-409.7	-444.4	-480.7	-516.2	-549	-700	-724	-755.8	-787.4	-819.4	-847.1	-876.5	-902.6	-923.3	-930.1	-961.5	-963	-944.5	-929	-912	-892.1	-860	-840	-803.6	-771.7	-740.4	-705.2	-675.9	-651.7	-628
"1039033725_0_default"	"x-coordinates"	972	948	930.7	906	881.5	850	817.2	780.9	736.3	691.6	643.7	591.1	534.5	509.9	495.8	511.1	524.9	532.6	533	538	552.1	578.4	623.2	679.2	736	737	671.7	606.8	565	562	614.8	669	714.2	650	601.2	583.4	613	559.5	501	553.4	616.2	660.2	715.3	780.9	814.1	866.1	878.5	892	919	964	1299	1353.2	1405.6	1439.6	1461.4	1464.7	1474.9	1473.3	1469.9	1479	1503.4	1491.9	1454.7	1398.1	1347.7	1301.5	1258.5	1218.3	1185.9	1156.1	1129.3	1103.1	1079.1	1058.1	1031	1028	1063.9	1093.6	1119	1134	1149.7	1163.1	1183	1227.4	1255.9	1294.4	1339.7	1374.2	1395.2	1408.2	1404.7	1428.7	1443.5	1427.2	1449.2	1446	1424.1	1389.6	1344.7	1300
"1039033725_0_default"	"y-coordinates"	-606	-557.1	-504.7	-455.4	-406.1	-359.7	-313.8	-270.4	-232.4	-196.7	-168.8	-152.2	-146.8	-190.4	-241	-294.3	-347.1	-398.9	-452.9	-507	-559.8	-608.4	-641	-649.5	-654	-655	-686.7	-719.5	-779.3	-848.3	-846.2	-803.9	-827.4	-856	-906.1	-970.4	-1027.2	-1078	-1126.1	-1128.8	-1090.9	-1133.1	-1089.9	-1102.2	-1039.9	-998.8	-925.4	-852.5	-785.2	-726	-657	-645.9	-630.4	-587.4	-537.6	-482.7	-431.4	-378.5	-326.9	-276.6	-227	-172.6	-136.6	-146.9	-167.1	-197.8	-236.1	-276.1	-321.5	-367.9	-415.6	-463.6	-512.5	-562.6	-609	-719	-752	-790.5	-833.1	-880	-926.6	-974.2	-1019	-1036	-1074	-1099	-1076.6	-1111.4	-1080.4	-1036.2	-988.4	-948	-912.2	-866.8	-822.8	-775	-732.6	-696.7	-676.9	-658
"1039037014_0_default"	"x-coordinates"	986	963	944.4	917	889	861	829.5	794.9	755.6	714.5	671.6	626.4	577.5	524.4	491	485.1	498	514.4	525.7	525	532.1	551	572	608.1	646	646	628.6	587.7	587	583.1	599	570	599.3	600	559.5	549.2	595.8	641.1	665	705.3	747.8	774.9	826	854	866.7	875.9	894	919.9	950.8	987	1408	1441.7	1472	1486.6	1494.9	1505.8	1517.1	1526.2	1542.5	1551.7	1543	1503.4	1454.3	1406.5	1363.6	1322.4	1282.8	1245.1	1210.6	1178.4	1154	1126.4	1100.8	1081.6	1060	1053	1091.7	1122.3	1145	1161.1	1177.1	1203	1252.6	1282.2	1329.6	1377.8	1404.5	1452.6	1497.8	1544.7	1534.7	1495.5	1451.3	1434.9	1464	1437.2	1460.7	1447	1445.4	1409
"1039037014_0_default"	"y-coordinates"	-586	-542.3	-496.2	-453.8	-411.5	-369.3	-328.5	-290.7	-255.8	-225	-198.7	-177.9	-165.9	-163.7	-198.9	-250.2	-298.7	-345.7	-394.8	-447.3	-494.8	-540.8	-585.9	-620	-646	-647	-686.6	-712.4	-761.9	-806.7	-854	-896	-931.4	-976.2	-1007.5	-1041.1	-1025	-1024.2	-1059.9	-1047.9	-1051.4	-1008.1	-1000.9	-961	-912.3	-862.2	-815.8	-772.5	-731.4	-696	-651	-618	-581.5	-536.7	-491.7	-445.5	-400.8	-353.6	-309.5	-262.3	-217	-193.8	-192.4	-199.9	-219.2	-242.7	-270.2	-302	-338.5	-376.1	-416.9	-455.8	-496.1	-539	-581	-702	-738.7	-781.6	-829.1	-879.2	-929.4	-975.9	-995.1	-1039.5	-1031.6	-1051	-1022.6	-1016.8	-1045	-1068.9	-1038.3	-1001.5	-971	-924.8	-884.4	-838.8	-792.5	-742.2	-690.2	-652
